aphia_id,scientific_name,weight,rank
106687,Paguroidea,48.0,Superfamily
106738,Paguridae,48.0,Family
106854,Pagurus,33.0,Genus
107232,Pagurus bernhardus,14,Species
106777,Hippolytidae,16.0,Family
106987,Hippolyte,11.0,Genus
107518,Hippolyte varians,14,Species
129156,Amphicteis,11.0,Genus
129785,Amphicteis midas,14,Species
152410,Venerinae,16.4,Subfamily
138633,Chamelea,11.0,Genus
141908,Chamelea striatula,14,Species
1271,Entoprocta,4.0,Phylum
154527,Barentsiidae,8.0,Family
111795,Barentsia,11.0,Genus
101908,Ampelisca macrocephala,14,Species
110481,Diastylis laevis,14,Species
225471,Macominae,8.2,Subfamily
715043,Limecola,11.0,Genus
880017,Limecola balthica,14,Species
107155,Galathea strigosa,14,Species
238198,Myrianida langerhansi,14,Species
1498425,Pisioninae,8.2,Subfamily
129469,Pisione,11.0,Genus
130707,Pisione remota,14,Species
129549,Sabella,11.0,Genus
130967,Sabella pavonina,14,Species
1036233,Holothuriida,6.0,Order
731943,Holothuriidae,8.0,Family
123456,Holothuria,11.0,Genus
102345,Iphimedia minuta,14,Species
1055692,Dexaminoidea,16.0,Superfamily
146525,Atylidae,16.0,Family
488893,Nototropiinae,16.4,Subfamily
101501,Nototropis,22.0,Genus
102139,Nototropis falcatus,14,Species
130363,Nephtys kersivalensis,14,Species
1278,Hexapoda,2.2,Subphylum
118086,Collembola,4.0,Class
1080,Copepoda,16.0,Class
155876,Neocopepoda,12.899999999999999,Infraclass
155877,Gymnoplea,6.0,Superorder
1100,Calanoida,6.0,Order
14767,Rissooidea,16.0,Superfamily
123,Rissoidae,16.0,Family
138451,Onoba,11.0,Genus
141320,Onoba semicostata,14,Species
140301,Spisula solida,14,Species
827144,Alcyonidiina,31.0,Suborder
827145,Alcyonidioidea,40.0,Superfamily
110783,Alcyonidiidae,40.0,Family
110993,Alcyonidium,44.0,Genus
111602,Alcyonidium mamillatum,14,Species
988,Serpulidae,32.0,Family
129582,Spirobranchus,22.0,Genus
555935,Spirobranchus triqueter,14,Species
1062660,Ophintegrida,42.0,Superorder
1062666,Amphilepidida,42.0,Order
196221,Gnathophiurina,43.4,Suborder
1077097,Amphiuroidea,48.0,Superfamily
123206,Amphiuridae,48.0,Family
123613,Amphiura,33.0,Genus
103235,Urothoe poseidonis,14,Species
106979,Athanas,11.0,Genus
107486,Athanas nitescens,14,Species
123187,Cucumariidae,8.0,Family
123481,Leptopentacta,11.0,Genus
124635,Leptopentacta elongata,14,Species
1326015,Galeommatida,30.0,Order
14629,Galeommatoidea,40.0,Superfamily
222,Lasaeidae,40.0,Family
138120,Lepton,11.0,Genus
140218,Lepton squamosum,14,Species
129425,Scoloplos,11.0,Genus
130537,Scoloplos armiger,14,Species
137570,Tubificoides amplivasatus,14,Species
393857,Pectininae,8.2,Subfamily
577989,Aequipectinini,0.0,Tribe
138313,Aequipecten,11.0,Genus
140687,Aequipecten opercularis,14,Species
138261,Ennucula,11.0,Genus
140584,Ennucula tenuis,14,Species
382214,Buccinoidea,24.0,Superfamily
149,Buccinidae,16.0,Family
225649,Buccininae,8.2,Subfamily
137701,Buccinum,11.0,Genus
138878,Buccinum undatum,14,Species
2032,Golfingiidae,40.0,Family
136025,Phascolion,11.0,Genus
266489,Phascolion strombus,14,Species
155483,Melinnidae,16.0,Family
129168,Melinna,22.0,Genus
129804,Melinna cristata,14,Species
129566,Hydroides,11.0,Genus
131009,Hydroides norvegica,14,Species
129708,Pista,11.0,Genus
868065,Pista maculata,14,Species
1341,Octocorallia,8.4,Subclass
1367,Pennatulacea,6.0,Order
151539,Subselliflorae,6.2,Suborder
128488,Virgulariidae,8.0,Family
128503,Virgularia,11.0,Genus
128539,Virgularia mirabilis,14,Species
106712,Crangonoidea,32.0,Superfamily
106782,Crangonidae,32.0,Family
107010,Philocheras,11.0,Genus
107557,Philocheras bispinosus,14,Species
152233,Eusyllinae,16.4,Subfamily
129660,Odontosyllis,11.0,Genus
131327,Odontosyllis fulgurans,14,Species
225,Montacutinae,24.599999999999998,Subfamily
345280,Kurtiella,11.0,Genus
345281,Kurtiella bidentata,14,Species
101898,Ampelisca gibba,14,Species
103447,Perophoridae,8.0,Family
103504,Perophora,11.0,Genus
103759,Perophora listeri,14,Species
129488,Gattyana,11.0,Genus
130749,Gattyana cirrhosa,14,Species
130357,Nephtys cirrosa,14,Species
111496,Escharella ventricosa,14,Species
1789,Phoronida,4.0,Phylum
148378,Phoronidae,16.0,Family
128545,Phoronis,22.0,Genus
387339,Velutinoidea,16.0,Superfamily
144,Triviidae,16.0,Family
138582,Trivia,22.0,Genus
141741,Trivia arctica,14,Species
411887,Bulloidea,16.0,Superfamily
156,Retusidae,16.0,Family
138432,Retusa,22.0,Genus
141134,Retusa obtusa,14,Species
827136,Walkerioidea,8.0,Superfamily
110804,Walkeriidae,8.0,Family
111028,Walkeria,11.0,Genus
111676,Walkeria uva,14,Species
130116,Glycera alba,14,Species
101404,Pleustidae,8.0,Family
549301,Stenopleustinae,8.2,Subfamily
101733,Stenopleustes,11.0,Genus
103029,Stenopleustes nodifera,14,Species
117230,Hydrallmania,11.0,Genus
117890,Hydrallmania falcata,14,Species
833990,Bugulina avicularia,14,Species
130980,Scalibregma inflatum,14,Species
129608,Aurospio,11.0,Genus
146532,Aurospio banyulensis,14,Species
368557,Oregoniidae,16.0,Family
148428,Oregoniinae,16.4,Subfamily
106903,Hyas,22.0,Genus
107322,Hyas araneus,14,Species
129553,Polyphysia,11.0,Genus
130977,Polyphysia crassa,14,Species
254,Anomalodesmata,24.0,Superorder
382318,Thracioidea,24.0,Superfamily
256,Thraciidae,24.0,Family
138549,Thracia,33.0,Genus
141651,Thracia villosiuscula,14,Species
138456,Rissoa,11.0,Genus
141365,Rissoa parva,14,Species
110385,Bodotriinae,16.4,Subfamily
110387,Bodotria,22.0,Genus
110445,Bodotria scorpioides,14,Species
111355,Electra pilosa,14,Species
129620,Prionospio,33.0,Genus
131160,Prionospio multibranchiata,14,Species
102364,Gammaropsis maculata,14,Species
155424,Phyllodocinae,32.8,Subfamily
129453,Paranaitis,11.0,Genus
130662,Paranaitis kosteriensis,14,Species
110734,Candidae,16.0,Family
110866,Scrupocellaria,22.0,Genus
111249,Scrupocellaria scrupea,14,Species
129551,Asclerocheilus,11.0,Genus
130974,Asclerocheilus intermedius,14,Species
130270,Magelona minuta,14,Species
129955,Chaetozone setosa,14,Species
382255,Archiheterodonta,4.2,Subterclass
382256,Carditida,6.0,Order
23014,Crassatelloidea,8.0,Superfamily
228,Astartidae,8.0,Family
137683,Astarte,11.0,Genus
138823,Astarte montagui,14,Species
176955,Tryphosidae,16.0,Family
101610,Hippomedon,11.0,Genus
102570,Hippomedon denticulatus,14,Species
117034,Obelia,11.0,Genus
117386,Obelia dichotoma,14,Species
129542,Perkinsiana,11.0,Genus
130948,Perkinsiana rubra,14,Species
443,Trochidae,8.0,Family
382171,Cantharidinae,8.2,Subfamily
138590,Gibbula,11.0,Genus
141799,Gibbula tumida,14,Species
582420,Rhizaria,1.3,Infrakingdom
1410,Foraminifera,2.0,Phylum
744106,Monothalamea,4.0,Class
394016,Astrorhizida,6.0,Order
736979,Astrorhizina,6.2,Suborder
465767,Astrorhizoidea,8.0,Superfamily
111958,Astrorhizidae,8.0,Family
112299,Astrorhiza,11.0,Genus
153664,Smittinoidea,24.0,Superfamily
110729,Bitectiporidae,24.0,Family
110829,Schizomavella,22.0,Genus
111091,Schizomavella auriculata,14,Species
155879,Podoplea,12.0,Superorder
1101,Cyclopoida,6.0,Order
1381346,Oithonida,6.2,Suborder
106421,Notodelphyidae,8.0,Family
106477,Notopterophorus,11.0,Genus
236494,Apolochus,11.0,Genus
236495,Apolochus neapolitanus,14,Species
130636,Eulalia tripunctata,14,Species
160488,Tubuliporina,24.8,Suborder
467955,Plagioeciidae,16.0,Family
111040,Plagioecia,22.0,Genus
111721,Plagioecia sarniensis,14,Species
1818,Hemichordata,2.0,Phylum
1820,Enteropneusta,4.0,Class
106682,Thoracotremata,0.0,Subsection
106708,Pinnotheroidea,8.0,Superfamily
106775,Pinnotheridae,8.0,Family
439165,Pinnotherinae,8.2,Subfamily
106976,Pinnotheres,11.0,Genus
107473,Pinnotheres pisum,14,Species
236,Donacidae,8.0,Family
137906,Donax,11.0,Genus
139604,Donax vittatus,14,Species
131157,Prionospio fallax,14,Species
827149,Victorellina,6.2,Suborder
827150,Victorelloidea,8.0,Superfamily
110795,Nolellidae,8.0,Family
111011,Nolella,11.0,Genus
129491,Harmothoe,55.0,Genus
130762,Harmothoe extenuata,14,Species
141436,Abra prismatica,14,Species
151365,Caudofoveata,4.0,Class
2088,Chaetodermatida,6.0,Order
2089,Chaetodermatidae,8.0,Family
137773,Chaetoderma,11.0,Genus
139106,Chaetoderma nitidulum,14,Species
136023,Thysanocardia,11.0,Genus
136063,Thysanocardia procera,14,Species
107007,Crangon,33.0,Genus
237617,Lepidastheniinae,8.2,Subfamily
129495,Lepidasthenia,11.0,Genus
130794,Lepidasthenia argus,14,Species
117913,Sertularia cupressina,14,Species
716532,Aoroidea,40.0,Superfamily
101368,Aoridae,32.0,Family
101471,Microdeutopus,11.0,Genus
101397,Melitidae,8.0,Family
101665,Abludomelita,11.0,Genus
102788,Abludomelita obtusata,14,Species
129214,Heteromastus,11.0,Genus
129884,Heteromastus filiformis,14,Species
129703,Nicolea,11.0,Genus
131507,Nicolea venustula,14,Species
106901,Eurynome,11.0,Genus
107319,Eurynome spinosa,14,Species
129778,Ampharete finmarchica,14,Species
107239,Pagurus prideaux,14,Species
129433,Paradoneis,22.0,Genus
130585,Paradoneis lyra,14,Species
123160,Echinidae,8.0,Family
1608,Haleciidae,8.0,Family
117103,Halecium,11.0,Genus
2081,Chaetognatha,2.0,Phylum
5949,Sagittoidea,4.0,Class
5950,Aphragmophora,6.0,Order
5953,Sagittidae,8.0,Family
105410,Sagitta,11.0,Genus
110748,Eucrateidae,8.0,Family
110908,Eucratea,11.0,Genus
111361,Eucratea loricata,14,Species
136021,Golfingia,22.0,Genus
136041,Golfingia elongata,14,Species
1361,Ceriantharia,8.4,Subclass
151646,Spirularia,12.0,Order
100684,Cerianthidae,16.0,Family
382003,Chitonida,6.0,Order
90,Acanthochitonina,6.2,Suborder
385402,Cryptoplacoidea,8.0,Superfamily
91,Acanthochitonidae,8.0,Family
1353774,Acanthochitoninae,8.2,Subfamily
137613,Acanthochitona,11.0,Genus
138675,Acanthochitona crinita,14,Species
431115,Phtisicinae,8.2,Subfamily
101436,Phtisica,11.0,Genus
101864,Phtisica marina,14,Species
14776,Naticoidea,16.0,Superfamily
145,Naticidae,16.0,Family
224937,Polinicinae,8.2,Subfamily
138239,Euspira,11.0,Genus
151894,Euspira nitida,14,Species
110440,Bodotria arenosa,14,Species
1497476,Parvicardiini,0.0,Tribe
137739,Parvicardium,33.0,Genus
181343,Parvicardium pinnulatum,14,Species
110837,Bicellariella,11.0,Genus
111147,Bicellariella ciliata,14,Species
140201,Leptochiton cancellatus,14,Species
967,Lumbrineridae,24.0,Family
129337,Lumbrineris,11.0,Genus
130248,Lumbrineris latreilli,14,Species
152391,Nemertea,6.0,Phylum
122307,Palaeonemertea,4.0,Class
1451609,Tubulaniformes,6.0,Order
122321,Tubulanidae,8.0,Family
122388,Tubulanus,11.0,Genus
122637,Tubulanus polymorphus,14,Species
118990,Gnathia dentata,14,Species
129613,Laonice,11.0,Genus
131127,Laonice bahusiensis,14,Species
129243,Cirratulus,22.0,Genus
129959,Cirratulus cirratus,14,Species
103531,Dendrodoa,11.0,Genus
103882,Dendrodoa grossularia,14,Species
140590,Nucula nucleus,14,Species
110414,Leucon,22.0,Genus
129455,Phyllodoce,33.0,Genus
334510,Phyllodoce maculata,14,Species
883967,Thoridae,8.0,Family
106986,Eualus,11.0,Genus
107506,Eualus occultus,14,Species
130271,Magelona mirabilis,14,Species
719741,Aplanulata,6.2,Suborder
1603,Tubulariidae,8.0,Family
117258,Tubularia,11.0,Genus
1365,Alcyonacea,6.0,Order
411555,Alcyoniina,6.2,Suborder
125269,Alcyoniidae,8.0,Family
125284,Alcyonium,11.0,Genus
125333,Alcyonium digitatum,14,Species
101676,Maerella,11.0,Genus
102831,Maerella tenuimana,14,Species
333456,Exogone verugera,14,Species
709415,Crisularia,11.0,Genus
834039,Crisularia plumosa,14,Species
103449,Pyuridae,8.0,Family
103524,Pyura,11.0,Genus
103853,Pyura tessellata,14,Species
106734,Porcellanidae,8.0,Family
106837,Pisidia,11.0,Genus
107188,Pisidia longicornis,14,Species
138222,Modiolula,11.0,Genus
140461,Modiolula phaseolina,14,Species
382204,[unassigned] Caenogastropoda,6.0,Order
14769,Cerithioidea,8.0,Superfamily
127,Turritellidae,8.0,Family
411659,Turritellinae,8.2,Subfamily
138615,Turritella,11.0,Genus
141872,Turritella communis,14,Species
111719,Plagioecia patina,14,Species
129623,Scolelepis,33.0,Genus
131178,Scolelepis tridentata,14,Species
153649,Hippothooidea,8.0,Superfamily
110740,Chorizoporidae,8.0,Family
110887,Chorizopora,11.0,Genus
111304,Chorizopora brongniartii,14,Species
131072,Sigalion mathildae,14,Species
607338,Zoantharia,6.0,Order
367225,Macrocnemina,6.2,Suborder
100688,Epizoanthidae,8.0,Family
100790,Epizoanthus,11.0,Genus
101025,Epizoanthus couchii,14,Species
117029,Campanularia,11.0,Genus
117364,Campanularia hincksii,14,Species
106041,Balanoidea,24.0,Superfamily
106057,Balanidae,24.0,Family
953,Goniadidae,16.0,Family
129299,Glycinde,11.0,Genus
130136,Glycinde nordmanni,14,Species
827889,Cladobranchia,31.0,Suborder
412646,Fionoidea,16.0,Superfamily
151281,Cuthonidae,8.0,Family
138543,Cuthona,11.0,Genus
129953,Chaetozone gibber,14,Species
118273,Cirolanidae,8.0,Family
118401,Eurydice,11.0,Genus
118855,Eurydice truncata,14,Species
101403,Phoxocephalidae,24.0,Family
176844,Harpiniinae,24.599999999999998,Subfamily
101716,Harpinia,33.0,Genus
102963,Harpinia crenulata,14,Species
1448702,Procleini,0.0,Tribe
129693,Eupolymnia,22.0,Genus
131490,Eupolymnia nesidensis,14,Species
129220,Notomastus,22.0,Genus
129360,Praxillella,11.0,Genus
130322,Praxillella affinis,14,Species
137582,Tubificoides pseudogaster,14,Species
107323,Hyas coarctatus,14,Species
141644,Thracia convexa,14,Species
156983,Propeamussiidae,8.0,Family
147153,Similipecten,11.0,Genus
147154,Similipecten similis,14,Species
131185,Spio martinensis,14,Species
22610,Oenonidae,8.0,Family
129200,Drilonereis,11.0,Genus
129856,Drilonereis filum,14,Species
148427,Inachidae,24.0,Family
148436,Inachinae,24.599999999999998,Subfamily
106905,Inachus,11.0,Genus
141435,Abra nitida,14,Species
246,Petricolinae,8.2,Subfamily
138331,Mysia,11.0,Genus
140728,Mysia undata,14,Species
117914,Sertularia distans,14,Species
129496,Lepidonotus,11.0,Genus
130801,Lepidonotus squamatus,14,Species
391641,Hilbigneris,11.0,Genus
607402,Hilbigneris gracilis,14,Species
129776,Ampharete baltica,14,Species
102972,Harpinia pectinata,14,Species
129274,Schistomeringos,11.0,Genus
154127,Schistomeringos rudolphi,14,Species
966,Eunicidae,24.0,Family
129280,Lysidice,11.0,Genus
742232,Lysidice unicornis,14,Species
106849,Anapagurus,22.0,Genus
107217,Anapagurus hyndmanni,14,Species
125073,Amphiura chiajei,14,Species
1320351,Pilidiophora,4.0,Class
122305,Heteronemertea,6.0,Order
122314,Lineidae,8.0,Family
122348,Cerebratulus,11.0,Genus
131153,Prionospio cirrifera,14,Species
130123,Glycera lapidum,14,Species
102918,Pontocrates arenarius,14,Species
129805,Melinna elisabethae,14,Species
182,Dendronotoidea,16.0,Superfamily
186,Dendronotidae,8.0,Family
137885,Dendronotus,11.0,Genus
139523,Dendronotus frondosus,14,Species
110472,Diastylis bradyi,14,Species
110825,Hippoporina,11.0,Genus
111079,Hippoporina pertusa,14,Species
834020,Bugulina turbinata,14,Species
111600,Alcyonidium gelatinosum,14,Species
110880,Turbicellepora,11.0,Genus
111285,Turbicellepora avicularis,14,Species
918,Chaetopteridae,8.0,Family
129229,Chaetopterus,11.0,Genus
129914,Chaetopterus variopedatus,14,Species
129241,Caulleriella,22.0,Genus
129943,Caulleriella alata,14,Species
102346,Iphimedia nexa,14,Species
1644,Aspidosiphonidae,8.0,Family
136019,Aspidosiphon,11.0,Genus
410711,Aspidosiphon (Aspidosiphon),11.2,Subgenus
136037,Aspidosiphon (Aspidosiphon) muelleri,14,Species
130126,Glycera oxycephala,14,Species
101931,Ampelisca toulemonti,14,Species
130624,Eulalia bilineata,14,Species
129626,Spiophanes,22.0,Genus
131188,Spiophanes kroyeri,14,Species
147025,Mysta,11.0,Genus
147026,Mysta picta,14,Species
128549,Phoronis muelleri,14,Species
477324,Axiidea,18.9,Infraorder
106800,Callianassidae,16.0,Family
107072,Callianassa,22.0,Genus
938,Aphroditidae,16.0,Family
129194,Aphrodita,11.0,Genus
129840,Aphrodita aculeata,14,Species
203,Nuculanida,6.0,Order
14657,Nuculanoidea,8.0,Superfamily
205,Nuculanidae,8.0,Family
510730,Nuculaninae,8.2,Subfamily
138259,Nuculana,11.0,Genus
140577,Nuculana minuta,14,Species
187,Dotidae,8.0,Family
137916,Doto,11.0,Genus
129898,Notomastus latericeus,14,Species
138119,Hemilepton,11.0,Genus
246148,Hemilepton nitidum,14,Species
238293,Articulina,12.4,Suborder
110806,Crisiidae,16.0,Family
111032,Crisia,22.0,Genus
111690,Crisia aculeata,14,Species
156376,Retusa umbilicata,14,Species
138212,Sphenia,11.0,Genus
140432,Sphenia binghami,14,Species
129621,Pseudopolydora,22.0,Genus
131169,Pseudopolydora pulchra,14,Species
138414,Ondina,11.0,Genus
141033,Ondina divisa,14,Species
111793,Pedicellinidae,8.0,Family
111796,Pedicellina,11.0,Genus
100782,Cerianthus,11.0,Genus
283798,Cerianthus lloydii,14,Species
916,Poecilochaetidae,8.0,Family
129471,Poecilochaetus,11.0,Genus
130711,Poecilochaetus serpens,14,Species
129293,Pherusa,11.0,Genus
130113,Pherusa plumosa,14,Species
1195,Bopyridae,16.0,Family
589334,Pseudioninae,16.4,Subfamily
118182,Pleurocrypta,11.0,Genus
593521,Pleurocrypta porcellanaelongicornis,14,Species
130316,Nicomache trispinata,14,Species
111484,Escharella immersa,14,Species
332932,Ampharete octocirrata,14,Species
224589,Mytilinae,16.4,Subfamily
138228,Mytilus,22.0,Genus
129533,Jasmineira,22.0,Genus
130920,Jasmineira caudata,14,Species
11014,Perciformes,12.0,Order
234519,Liparidae,8.0,Family
126160,Liparis,11.0,Genus
127219,Liparis liparis,14,Species
103528,Botrylloides,11.0,Genus
250081,Botrylloides leachii,14,Species
1104,Siphonostomatoida,6.0,Order
135515,Cancerillidae,8.0,Family
135572,Cancerilla,11.0,Genus
135789,Cancerilla tubulata,14,Species
225468,Tellininae,8.2,Subfamily
146906,Fabulina,11.0,Genus
146907,Fabulina fabula,14,Species
834010,Bugulina fulva,14,Species
129619,Polydora,11.0,Genus
131143,Polydora cornuta,14,Species
1517496,Callionymiformes,6.0,Order
125522,Callionymidae,8.0,Family
125930,Callionymus,11.0,Genus
126792,Callionymus lyra,14,Species
107551,Crangon allmanni,14,Species
118176,Gyge,11.0,Genus
118216,Gyge branchialis,14,Species
1393260,Paractinopoda,8.4,Subclass
123108,Apodida,12.0,Order
123182,Synaptidae,16.0,Family
123449,Leptosynapta,22.0,Genus
124465,Leptosynapta inhaerens,14,Species
798765,Tanaidoidea,8.0,Superfamily
798770,Tanaididae,8.0,Family
731048,Plumularioidea,16.0,Superfamily
1613,Plumulariidae,16.0,Family
117196,Plumularia,11.0,Genus
117824,Plumularia setacea,14,Species
139012,Parvicardium scabrum,14,Species
131458,Syllis variegata,14,Species
129218,Mediomastus,11.0,Genus
129892,Mediomastus fragilis,14,Species
1612,Phialellidae,8.0,Family
117192,Phialella,11.0,Genus
117804,Phialella quadrata,14,Species
559,Calcarea,4.0,Class
131584,Calcaronea,4.2,Subclass
131591,Leucosolenida,6.0,Order
131616,Leucosoleniidae,8.0,Family
131715,Leucosolenia,11.0,Genus
418,Hanleyidae,8.0,Family
138058,Hanleya,11.0,Genus
140082,Hanleya hanleyi,14,Species
106702,Portunoidea,16.0,Superfamily
557512,Polybiidae,16.0,Family
106925,Liocarcinus,22.0,Genus
107387,Liocarcinus depurator,14,Species
124462,Leptosynapta bergensis,14,Species
153581,Calloporoidea,32.0,Superfamily
110733,Calloporidae,32.0,Family
110851,Callopora,22.0,Genus
106897,Achaeus,11.0,Genus
107313,Achaeus cranchii,14,Species
107044,Pandalus,11.0,Genus
107651,Pandalus montagui,14,Species
129158,Anobothrus,11.0,Genus
129789,Anobothrus gracilis,14,Species
893,Amphinomida,6.0,Order
960,Amphinomidae,8.0,Family
863342,Amphinominae,8.2,Subfamily
129191,Paramphinome,11.0,Genus
129837,Paramphinome jeffreysii,14,Species
129701,Lysilla,11.0,Genus
131500,Lysilla loveni,14,Species
129427,Owenia,11.0,Genus
130544,Owenia fusiformis,14,Species
101928,Ampelisca spinipes,14,Species
720035,Tanaopsidae,8.0,Family
136233,Tanaopsis,11.0,Genus
136458,Tanaopsis graciloides,14,Species
1052378,Proctonotoidea,8.0,Superfamily
153450,Janolidae,8.0,Family
138379,Janolus,11.0,Genus
131117,Dipolydora coeca,14,Species
382316,Pandoroidea,8.0,Superfamily
10527,Lyonsiidae,8.0,Family
138154,Lyonsia,11.0,Genus
140291,Lyonsia norwegica,14,Species
146937,Tellimya,11.0,Genus
146952,Tellimya ferruginosa,14,Species
129281,Marphysa,11.0,Genus
130075,Marphysa sanguinea,14,Species
205077,Macropodia,11.0,Genus
1057248,Acteonimorpha,4.2,Subterclass
382223,Acteonoidea,8.0,Superfamily
155,Acteonidae,8.0,Family
137618,Acteon,11.0,Genus
138691,Acteon tornatilis,14,Species
138182,Devonia,11.0,Genus
140365,Devonia perrieri,14,Species
129677,Sphaerosyllis,11.0,Genus
131394,Sphaerosyllis taylori,14,Species
129525,Chone,11.0,Genus
130888,Chone duneri,14,Species
103792,Molgula oculata,14,Species
741746,Asbjornsenia,11.0,Genus
879714,Asbjornsenia pygmaea,14,Species
147006,Malmgrenia,22.0,Genus
152276,Malmgrenia arenicolae,14,Species
1070,Maxillopoda,4.0,Class
424332,Golfingia vulgaris,14,Species
298366,Hyalinoeciinae,8.2,Subfamily
129402,Nothria,11.0,Genus
130467,Nothria conchylega,14,Species
430770,Caprellinae,16.4,Subfamily
101433,Pariambus,11.0,Genus
101857,Pariambus typicus,14,Species
236129,Acrocnida,11.0,Genus
236130,Acrocnida brachiata,14,Species
767051,Arctonoinae,8.2,Subfamily
129475,Adyte,11.0,Genus
103060,Bathyporeia guilliamsoniana,14,Species
102960,Harpinia antennaria,14,Species
101409,Stenothoidae,8.0,Family
555053,Stenothoinae,8.2,Subfamily
101770,Stenothoe,11.0,Genus
103166,Stenothoe marina,14,Species
107729,Callianassa subterranea,14,Species
101660,Tryphosa,11.0,Genus
102748,Tryphosa nana,14,Species
130763,Harmothoe fragilis,14,Species
101369,Argissidae,8.0,Family
101476,Argissa,11.0,Genus
102064,Argissa hamatipes,14,Species
104,Scaphopoda,4.0,Class
200,Dentaliida,6.0,Order
202,Dentaliidae,8.0,Family
150531,Antalis,11.0,Genus
150534,Antalis entalis,14,Species
123612,Amphipholis,11.0,Genus
125064,Amphipholis squamata,14,Species
101447,Haploops,11.0,Genus
101958,Haploops tubicola,14,Species
129717,Terebellides,11.0,Genus
131573,Terebellides stroemii,14,Species
129457,Pseudomystides,11.0,Genus
130683,Pseudomystides limbata,14,Species
574337,Leiochonini,0.0,Tribe
129346,Clymenura,11.0,Genus
129431,Cirrophorus,11.0,Genus
130577,Cirrophorus furcatus,14,Species
103066,Bathyporeia pelagica,14,Species
468025,Alcyonidioides,11.0,Genus
468026,Alcyonidioides mytili,14,Species
336485,Chaetozone zetlandica,14,Species
129653,Eusyllis,11.0,Genus
131290,Eusyllis blomstrandi,14,Species
130294,Euclymene oerstedii,14,Species
129211,Capitella,22.0,Genus
129876,Capitella capitata,14,Species
131107,Aonides paucibranchiata,14,Species
153651,Adeonoidea,8.0,Superfamily
110725,Adeonidae,8.0,Family
110818,Reptadeonella,11.0,Genus
111061,Reptadeonella violacea,14,Species
157828,Leucon nasica,14,Species
131187,Spiophanes bombyx,14,Species
1297882,Paucibranchia,11.0,Genus
1297885,Paucibranchia bellii,14,Species
117195,Nemertesia,11.0,Genus
106073,Balaninae,16.4,Subfamily
106122,Balanus,22.0,Genus
106215,Balanus crenatus,14,Species
110811,Oncousoeciidae,8.0,Family
111047,Oncousoecia,11.0,Genus
111745,Oncousoecia dilatans,14,Species
845525,Knoutsodonta,11.0,Genus
845529,Knoutsodonta oblonga,14,Species
117136,Lafoea,11.0,Genus
117702,Lafoea dumosa,14,Species
129249,Tharyx,11.0,Genus
152269,Tharyx killariensis,14,Species
130268,Magelona filiformis,14,Species
111250,Scrupocellaria scruposa,14,Species
101466,Autonoe,11.0,Genus
319812,Ophelininae,8.2,Subfamily
129414,Ophelina,11.0,Genus
130500,Ophelina acuminata,14,Species
1594,Bougainvilliidae,8.0,Family
117015,Bougainvillia,11.0,Genus
129314,Nereimyra,11.0,Genus
130185,Nereimyra punctata,14,Species
209899,Euclymene lombricoides,14,Species
111196,Callopora dumerilii,14,Species
136022,Nephasoma,11.0,Genus
424440,Nephasoma minutum,14,Species
130921,Jasmineira elegans,14,Species
412569,Polyceroidea,8.0,Superfamily
177,Polyceridae,8.0,Family
412577,Triophinae,8.2,Subfamily
138566,Crimora,11.0,Genus
141707,Crimora papillata,14,Species
107552,Crangon crangon,14,Species
124392,Echinocardium cordatum,14,Species
101701,Perioculodes,11.0,Genus
102915,Perioculodes longimanus,14,Species
106718,Processoidea,8.0,Superfamily
106791,Processidae,8.0,Family
107054,Processa,11.0,Genus
124913,Ophiura albida,14,Species
193,Eubranchidae,8.0,Family
137954,Eubranchus,11.0,Genus
164811,Demospongiae,4.0,Class
607950,Heteroscleromorpha,4.2,Subclass
845506,Clionaida,6.0,Order
170417,Clionaidae,8.0,Family
132026,Cliona,11.0,Genus
912,Apistobranchidae,8.0,Family
129198,Apistobranchus,11.0,Genus
129851,Apistobranchus tullbergi,14,Species
151,Nassariidae,8.0,Family
225335,Nassariinae,8.2,Subfamily
246140,Tritia,11.0,Genus
876825,Tritia incrassata,14,Species
129957,Cirratulus caudatus,14,Species
101736,Dyopedos,11.0,Genus
103044,Dyopedos porrectus,14,Species
292944,Anthuroidea,8.0,Superfamily
118244,Anthuridae,8.0,Family
118288,Anthura,11.0,Genus
118467,Anthura gracilis,14,Species
129430,Aricidea,22.0,Genus
14635,Solenoidea,8.0,Superfamily
23091,Pharidae,8.0,Family
138335,Phaxas,11.0,Genus
140737,Phaxas pellucidus,14,Species
110852,Cauloramphus,11.0,Genus
111202,Cauloramphus spiniferum,14,Species
103434,Aplousobranchia,6.0,Order
103439,Didemnidae,8.0,Family
411874,Pagurus cuanensis,14,Species
448931,Tanaissuidae,8.0,Family
136239,Tanaissus,11.0,Genus
136486,Tanaissus lilljeborgi,14,Species
129446,Eumida,22.0,Genus
130644,Eumida sanguinea,14,Species
131534,Polycirrus plumosus,14,Species
130641,Eumida bahusiensis,14,Species
129270,Parougia,11.0,Genus
130037,Parougia eliasoni,14,Species
130352,Nephtys pente,14,Species
111597,Alcyonidium diaphanum,14,Species
129300,Goniada,11.0,Genus
130140,Goniada maculata,14,Species
130564,Aricidea minuta,14,Species
129359,Petaloproctus,11.0,Genus
146983,Hypereteone,11.0,Genus
152250,Hypereteone foliosa,14,Species
110384,Pseudocumatidae,8.0,Family
110427,Pseudocuma,11.0,Genus
